"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A→B","Bytes A→B","Packets A←B","Bytes A←B","Rel Start","Duration","bps A→B","bps A←B"
"1.1.2.3","41767","5.6.7.8","http","16","5374","10","800","6","4574","144.669997000","9.0018","710.97","4064.97"
"1.1.2.3","41768","5.6.7.8","http","20","8373","12","932","8","7441","144.801279000","9.0015","828.31","6613.13"
"1.1.2.3","41769","5.6.7.8","http","14","2916","9","734","5","2182","145.181915000","9.0003","652.42","1939.49"
"1.1.2.3","41770","5.6.7.8","http","24","10835","14","1064","10","9771","145.276156000","9.0003","945.74","8685.01"
"1.1.2.3","41771","5.6.7.8","http","20","8624","12","932","8","7692","145.322334000","9.0005","828.40","6836.96"
"1.1.2.3","41772","5.6.7.8","http","14","2963","9","734","5","2229","145.388503000","9.0033","652.21","1980.62"
"1.1.2.3","41773","5.6.7.8","http","18","6940","11","866","7","6074","145.855371000","9.0007","769.72","5398.70"
"1.1.2.3","41774","5.6.7.8","http","22","8967","13","998","9","7969","145.961613000","9.0027","886.85","7081.46"
"1.1.2.3","41775","5.6.7.8","http","20","8028","12","932","8","7096","146.192047000","9.0041","828.07","6304.68"
"1.1.2.3","41776","5.6.7.8","http","20","8522","12","932","8","7590","146.319513000","9.0049","827.99","6742.97"
"1.1.2.3","41777","5.6.7.8","http","26","12016","15","1130","11","10886","146.412753000","9.0036","1004.04","9672.57"
"1.1.2.3","41778","5.6.7.8","http","14","3038","9","734","5","2304","146.568194000","9.0035","652.19","2047.21"
"1.1.2.3","41779","5.6.7.8","http","18","5926","11","866","7","5060","147.560366000","9.0038","769.46","4495.89"
"1.1.2.3","41780","5.6.7.8","http","22","9964","13","998","9","8966","147.635872000","9.0046","886.65","7965.67"
"1.1.2.3","41781","5.6.7.8","http","18","6371","11","866","7","5505","147.650162000","9.0020","769.61","4892.26"
"1.1.2.3","41782","5.6.7.8","http","22","9382","13","998","9","8384","147.703989000","9.0045","886.67","7448.75"
"1.1.2.3","41783","5.6.7.8","http","19","7399","11","858","8","6541","148.343915000","3.0044","2284.67","17417.27"
"1.1.2.3","41784","5.6.7.8","http","23","11753","13","990","10","10763","148.360313000","3.0041","2636.44","28662.58"
"1.1.2.3","41785","5.6.7.8","http","17","6570","10","792","7","5778","149.002228000","3.0019","2110.66","15398.25"
"1.1.2.3","41786","5.6.7.8","http","15","4891","9","726","6","4165","149.026062000","3.0018","1934.85","11100.09"
"1.1.2.3","41787","5.6.7.8","http","19","7711","11","858","8","6853","149.178329000","3.0005","2287.65","18271.83"
"1.1.2.3","41788","5.6.7.8","http","13","2762","8","660","5","2102","149.234247000","3.0014","1759.18","5602.71"
"1.1.2.3","41789","5.6.7.8","http","13","2522","8","660","5","1862","149.436113000","2.9996","1760.25","4966.05"
"1.1.2.3","41790","5.6.7.8","http","13","3229","8","660","5","2569","149.483810000","2.9999","1760.03","6850.80"
"1.1.2.3","41791","5.6.7.8","http","17","6429","10","792","7","5637","149.552466000","3.0035","2109.53","15014.40"
"1.1.2.3","41792","5.6.7.8","http","13","2477","8","660","5","1817","149.704896000","3.0027","1758.39","4840.91"
"1.1.2.3","41793","5.6.7.8","http","19","7837","11","858","8","6979","149.827133000","3.0011","2287.16","18603.80"
"1.1.2.3","crestron-cip","5.6.7.8","http","23","11566","13","990","10","10576","150.402562000","3.0017","2638.46","28186.25"
"1.1.2.3","crestron-ctp","5.6.7.8","http","15","4481","9","726","6","3755","150.463302000","3.0005","1935.70","10011.80"
"1.1.2.3","41796","5.6.7.8","http","21","9894","12","924","9","8970","150.530962000","3.0014","2462.85","23908.88"
"1.1.2.3","41797","5.6.7.8","http","15","5364","9","726","6","4638","150.546054000","3.0018","1934.83","12360.50"
"1.1.2.3","41798","5.6.7.8","http","13","3001","8","660","5","2341","150.663672000","3.0001","1759.96","6242.53"
"1.1.2.3","41799","5.6.7.8","http","15","5441","9","726","6","4715","150.675196000","3.0006","1935.60","12570.73"
"1.1.2.3","41800","5.6.7.8","http","17","6256","10","792","7","5464","150.731773000","3.0002","2111.85","14569.66"
"1.1.2.3","41801","5.6.7.8","http","14","5175","8","652","6","4523","151.077692000","0.0037","1396893.41","9690412.43"
"1.1.2.3","41802","5.6.7.8","http","14","4157","8","652","6","3505","151.131913000","0.0070","740698.67","3981823.35"
"1.1.2.3","41803","5.6.7.8","http","16","6797","9","718","7","6079","151.264801000","0.0040","1446851.39","12249874.06"
"1.1.2.3","41804","5.6.7.8","http","16","6129","9","718","7","5411","151.475366000","0.0038","1506820.57","11355718.78"
"1.1.2.3","41805","5.6.7.8","http","20","8914","11","850","9","8064","151.688088000","0.0074","920162.38","8729634.64"
"1.1.2.3","41806","5.6.7.8","http","20","9005","11","850","9","8155","152.341134000","0.0042","1603773.58","15386792.45"
"1.1.2.3","41807","5.6.7.8","http","20","9404","11","850","9","8554","152.819783000","0.0041","1671994.10","16826161.79"
"1.1.2.3","41808","5.6.7.8","http","20","9293","11","850","9","8443","153.375278000","0.0042","1630304.48","16193718.53"
"1.1.2.3","41809","5.6.7.8","http","14","5236","8","652","6","4584","153.435793000","0.0036","1463524.13","10289562.29"
"1.1.2.3","41810","5.6.7.8","http","22","10870","12","916","10","9954","153.924814000","0.0048","1523492.72","16555509.36"
"1.1.2.3","41811","5.6.7.8","http","20","9433","11","850","9","8583","153.931292000","0.0040","1719342.60","17361314.79"
"1.1.2.3","41812","5.6.7.8","http","20","9775","11","850","9","8925","154.005029000","0.0041","1679012.35","17629629.63"
"1.1.2.3","41813","5.6.7.8","http","18","7807","10","784","8","7023","154.456038000","0.0039","1624449.62","14551670.55"
"1.1.2.3","41814","5.6.7.8","http","20","9560","11","850","9","8710","155.128332000","0.0040","1709831.53","17520744.28"
"1.1.2.3","41815","5.6.7.8","http","16","6094","9","718","7","5376","155.247654000","0.0041","1414429.94","10590494.95"
"1.1.2.3","41816","5.6.7.8","http","16","5793","9","718","7","5075","155.652108000","0.0038","1530916.84","10820895.52"
"1.1.2.3","41817","5.6.7.8","http","22","11710","12","916","10","10794","155.812987000","0.0041","1804037.42","21258493.35"
"1.1.2.3","41818","5.6.7.8","http","16","6256","9","718","7","5538","155.964044000","0.0038","1507611.55","11628346.46"
"1.1.2.3","41819","5.6.7.8","http","18","8265","10","784","8","7481","156.237981000","0.0040","1576275.45","15040965.07"
"1.1.2.3","41820","5.6.7.8","http","22","11490","12","916","10","10574","156.320619000","0.0042","1741858.81","20107439.98"
"1.1.2.3","41821","5.6.7.8","http","12","3749","7","586","5","3163","156.442519000","0.0035","1354913.29","7313294.80"
"1.1.2.3","41822","5.6.7.8","http","10","2217","6","520","4","1697","156.752468000","0.0034","1219941.35","3981231.67"
"1.1.2.3","41823","5.6.7.8","http","22","11600","12","916","10","10684","156.895046000","0.0040","1809829.59","21109409.73"
"1.1.2.3","41824","5.6.7.8","http","14","4769","8","652","6","4117","156.905589000","0.0036","1452924.79","9174373.26"
"1.1.2.3","41825","5.6.7.8","http","12","3614","7","586","5","3028","156.929232000","0.0035","1335993.16","6903391.28"
"1.1.2.3","41826","5.6.7.8","http","20","9578","11","850","9","8728","157.114211000","0.0041","1667075.26","17117921.06"
"1.1.2.3","41827","5.6.7.8","http","18","7169","10","784","8","6385","157.522581000","0.0040","1549789.97","12621695.08"
"1.1.2.3","41828","5.6.7.8","http","12","2525","7","586","5","1939","157.613898000","0.0033","1406118.78","4652669.47"
"1.1.2.3","41829","5.6.7.8","http","12","2469","7","586","5","1883","157.965305000","0.0124","378156.01","1215132.69"
"1.1.2.3","41830","5.6.7.8","http","18","8358","10","784","8","7574","157.985080000","0.0039","1588652.48","15347517.73"
"1.1.2.3","41831","5.6.7.8","http","12","2519","7","586","5","1933","158.235413000","0.0034","1394822.97","4601011.60"
"1.1.2.3","41832","5.6.7.8","http","12","3562","7","586","5","2976","158.484514000","0.0036","1318335.21","6695163.10"
"1.1.2.3","41833","5.6.7.8","http","14","4691","8","652","6","4039","158.560163000","0.0036","1454545.45","9010596.77"
"1.1.2.3","41834","5.6.7.8","http","18","8332","10","784","8","7548","158.660038000","0.0040","1569569.57","15111111.11"
"1.1.2.3","41835","5.6.7.8","http","20","10129","11","850","9","9279","158.886344000","0.0041","1669121.26","18220913.11"
"1.1.2.3","41836","5.6.7.8","http","20","8914","11","850","9","8064","159.147413000","0.0040","1707255.84","16196836.56"
"1.1.2.3","41837","5.6.7.8","http","18","7315","10","784","8","6531","159.522710000","0.0041","1538008.83","12812162.82"
"1.1.2.3","41838","5.6.7.8","http","14","4941","8","652","6","4289","159.597370000","0.0035","1470538.48","9673526.92"
"1.1.2.3","41839","5.6.7.8","http","18","7991","10","784","8","7207","159.654361000","0.0039","1624029.00","14929052.30"
"1.1.2.3","41840","5.6.7.8","http","18","8240","10","784","8","7456","160.076196000","0.0039","1589860.58","15119898.61"
"1.1.2.3","41841","5.6.7.8","http","20","9002","11","850","9","8152","160.168511000","0.0040","1708542.71","16385929.65"
"1.1.2.3","41842","5.6.7.8","http","12","3775","7","586","5","3189","160.341187000","0.0036","1293241.38","7037793.10"
"1.1.2.3","41843","5.6.7.8","http","20","9257","11","850","9","8407","160.733451000","0.0040","1689860.83","16713717.69"
"1.1.2.3","41844","5.6.7.8","http","20","9452","11","850","9","8602","161.139070000","0.0039","1722391.08","17430597.77"
"1.1.2.3","41845","5.6.7.8","http","12","2430","7","586","5","1844","161.231652000","0.0033","1434955.62","4515457.61"
"1.1.2.3","41846","5.6.7.8","http","20","8877","11","850","9","8027","161.252920000","0.0042","1633045.15","15421709.89"
"1.1.2.3","41847","5.6.7.8","http","14","4812","8","652","6","4160","161.432586000","0.0037","1425915.80","9097867.69"
"1.1.2.3","41848","5.6.7.8","http","10","2086","6","520","4","1566","161.696831000","0.0033","1266362.25","3813698.63"
"1.1.2.3","41849","5.6.7.8","http","16","6079","9","718","7","5361","161.809452000","0.0037","1561293.83","11657515.63"
"1.1.2.3","41850","5.6.7.8","http","18","8499","10","784","8","7715","161.903290000","0.0039","1592282.31","15668951.51"
"1.1.2.3","41851","5.6.7.8","http","12","2416","7","586","5","1830","162.164602000","0.0034","1396901.07","4362336.11"
"1.1.2.3","41852","5.6.7.8","http","12","2807","7","586","5","2221","162.310452000","0.0035","1332196.65","5049161.69"
"1.1.2.3","41853","5.6.7.8","http","18","7311","10","784","8","6527","162.537508000","0.0039","1590263.69","13239350.91"
"1.1.2.3","41854","5.6.7.8","http","20","9727","11","850","9","8877","162.667760000","0.0042","1626405.17","16985410.19"
"1.1.2.3","41855","5.6.7.8","http","12","2500","7","586","5","1914","162.844032000","0.0034","1368359.60","4469352.01"
"1.1.2.3","41856","5.6.7.8","http","12","2958","7","586","5","2372","162.872205000","0.0034","1396901.07","5654350.42"
"1.1.2.3","41857","5.6.7.8","http","14","5030","8","652","6","4378","163.187124000","0.0056","927124.07","6225382.15"
"1.1.2.3","41858","5.6.7.8","http","10","2174","6","520","4","1654","163.334145000","0.0036","1149171.27","3655248.62"
"1.1.2.3","41859","5.6.7.8","http","22","11634","12","916","10","10718","163.481145000","0.0042","1754369.16","20527651.42"
"1.1.2.3","41860","5.6.7.8","http","16","5990","9","718","7","5272","163.766537000","0.0039","1483471.07","10892561.98"
"1.1.2.3","41861","5.6.7.8","http","16","5543","9","718","7","4825","163.946473000","0.0037","1554533.15","10446549.39"
"1.1.2.3","41862","5.6.7.8","http","16","5908","9","718","7","5190","163.995523000","0.0038","1525225.70","11024960.17"
"1.1.2.3","41863","5.6.7.8","http","20","8936","11","850","9","8086","164.522236000","0.0043","1600000.00","15220705.88"
"1.1.2.3","41864","5.6.7.8","http","12","3777","7","586","5","3191","164.610289000","0.0035","1356481.48","7386574.07"
"1.1.2.3","41865","5.6.7.8","http","18","7857","10","784","8","7073","164.754007000","0.0040","1586643.06","14314191.75"
"1.1.2.3","41866","5.6.7.8","http","20","8792","11","850","9","7942","164.803961000","0.0041","1651287.03","15428848.96"
"1.1.2.3","41867","5.6.7.8","http","16","6778","9","718","7","6060","164.999332000","0.0038","1499347.43","12654659.36"
"1.1.2.3","41868","5.6.7.8","http","20","10107","11","850","9","9257","165.041957000","0.0040","1705970.90","18579026.59"
"1.1.2.3","41869","5.6.7.8","http","12","3025","7","586","5","2439","165.087298000","0.0034","1389860.66","5784761.34"
"1.1.2.3","41870","5.6.7.8","http","18","8268","10","784","8","7484","165.141582000","0.0038","1650526.32","15755789.47"
"1.1.2.3","41871","5.6.7.8","http","18","8185","10","784","8","7401","165.571044000","0.0042","1496540.21","14127415.89"
"1.1.2.3","41872","5.6.7.8","http","14","5122","8","652","6","4470","166.857201000","0.0038","1371548.78","9403102.81"
"1.1.2.3","41873","5.6.7.8","http","14","5139","8","652","6","4487","166.908227000","0.0036","1451307.74","9987757.37"
"1.1.2.3","41874","5.6.7.8","http","18","8226","10","784","8","7442","167.061364000","0.0040","1585039.17","15045741.72"
"1.1.2.3","41875","5.6.7.8","http","14","5018","8","652","6","4366","167.084839000","0.0035","1470538.48","9847194.81"
"1.1.2.3","41876","5.6.7.8","http","18","8316","10","784","8","7532","167.109688000","0.0040","1585840.71","15235398.23"
"1.1.2.3","41877","5.6.7.8","http","18","7639","10","784","8","6855","167.167064000","0.0039","1613998.97","14112197.63"
"1.1.2.3","41878","5.6.7.8","http","18","7153","10","784","8","6369","167.272868000","0.0041","1544447.18","12546663.38"
"1.1.2.3","41879","5.6.7.8","http","12","3586","7","586","5","3000","167.415382000","0.0034","1371963.71","7023705.00"
"1.1.2.3","41880","5.6.7.8","http","16","5861","9","718","7","5143","167.556960000","0.0038","1527659.57","10942553.19"
"1.1.2.3","41881","5.6.7.8","http","16","5698","9","718","7","4980","167.746038000","0.0037","1563418.62","10843767.01"
"1.1.2.3","41882","5.6.7.8","http","22","11237","12","916","10","10321","168.017121000","0.0040","1831084.46","20631684.16"
"1.1.2.3","41883","5.6.7.8","http","22","11259","12","916","10","10343","168.363323000","0.0102","719701.43","8126497.74"
"1.1.2.3","41884","5.6.7.8","http","18","7427","10","784","8","6643","168.520403000","0.0039","1627400.10","13789309.81"
"1.1.2.3","41885","5.6.7.8","http","22","10356","12","916","10","9440","168.569166000","0.0040","1826065.29","18818838.77"
"1.1.2.3","41886","5.6.7.8","http","14","4424","8","652","6","3772","168.749082000","0.0036","1466404.27","8483553.56"
"1.1.2.3","41887","5.6.7.8","http","16","5608","9","718","7","4890","169.424130000","0.0040","1449041.37","9868819.37"
"1.1.2.3","41888","5.6.7.8","http","18","8332","10","784","8","7548","169.853670000","0.0041","1538386.07","14810890.36"
"1.1.2.3","41889","5.6.7.8","http","20","9383","11","850","9","8533","170.035145000","0.0041","1676115.36","16826226.28"
"1.1.2.3","41890","5.6.7.8","http","12","3528","7","586","5","2942","170.380705000","0.0037","1269772.48","6374864.57"
"1.1.2.3","41891","5.6.7.8","http","12","3603","7","586","5","3017","170.526152000","0.0036","1318335.21","6787401.57"
"1.1.2.3","41892","5.6.7.8","http","14","4188","8","652","6","3536","170.537269000","0.0036","1460246.36","7919372.90"
"1.1.2.3","41893","5.6.7.8","http","20","8848","11","850","9","7998","170.561663000","0.0041","1663812.09","15655493.03"
"1.1.2.3","41894","5.6.7.8","http","16","5772","9","718","7","5054","170.680893000","0.0037","1546580.51","10886375.88"
"1.1.2.3","41895","5.6.7.8","http","20","9361","11","850","9","8511","171.160545000","0.0040","1685254.03","16874349.44"
